article_id,n_chunks,mean_p_ai,median_p_ai,max_p_ai,share_ai_like,mean_words,mean_words_per_sentence
article_1321,8,0.9994322,0.9999994,1.0,1.0,88.25,22.0625
article_0322,9,0.99940574,1.0,1.0,1.0,81.44444444444444,20.36111111111111
article_0233,8,0.99938405,1.0,1.0,1.0,83.875,20.96875
article_0378,13,0.99937665,1.0,1.0,1.0,68.23076923076923,17.346153846153847
article_1614,5,0.99927884,1.0,1.0,1.0,88.6,22.15
article_1361,6,0.99921924,1.0,1.0,1.0,97.83333333333333,24.458333333333332
article_0666,10,0.9990207,1.0,1.0,1.0,62.9,15.725
article_0021,11,0.99882025,1.0,1.0,1.0,70.54545454545455,18.083333333333332
article_1588,9,0.99867165,1.0,1.0,1.0,63.44444444444444,15.86111111111111
article_1458,8,0.99857754,1.0,1.0,1.0,72.625,18.15625
article_1109,6,0.9982622,1.0,1.0,1.0,81.33333333333333,20.333333333333332
article_1229,8,0.99822,1.0,1.0,1.0,68.125,17.03125
article_0155,9,0.99805695,1.0,1.0,1.0,69.22222222222223,17.305555555555557
article_0193,6,0.9979847,1.0,1.0,1.0,105.33333333333333,26.333333333333332
article_0485,4,0.997813,1.0,1.0,1.0,92.75,23.1875
article_1217,11,0.99774843,1.0,1.0,1.0,70.18181818181819,17.545454545454547
article_0423,12,0.9976564,1.0,1.0,1.0,74.5,18.625
article_1069,13,0.9976222,0.9999791,1.0,1.0,87.53846153846153,21.884615384615383
article_1087,9,0.9975022,1.0,1.0,1.0,70.66666666666667,17.666666666666668
article_1610,8,0.9974501,1.0,1.0,1.0,71.75,17.9375
article_1327,7,0.9973526,1.0,1.0,1.0,70.28571428571429,18.416666666666664
article_0057,10,0.99731,1.0,1.0,1.0,74.2,18.55
article_1432,5,0.997293,1.0,1.0,1.0,73.2,18.3
article_1593,9,0.9972724,1.0,1.0,1.0,86.33333333333333,21.583333333333332
article_0781,10,0.9971256,0.999994,1.0,1.0,97.6,24.4
article_1142,8,0.9970814,1.0,1.0,1.0,58.625,14.65625
article_0431,7,0.99706995,1.0,1.0,1.0,77.14285714285714,19.285714285714285
article_0104,8,0.9970474,1.0,1.0,1.0,71.5,17.875
article_0381,18,0.9969139,0.99999994,1.0,1.0,88.27777777777777,22.069444444444443
article_0956,10,0.996877,0.9999849,1.0,1.0,77.6,19.4
article_0732,12,0.9968079,1.0,1.0,1.0,66.66666666666667,16.666666666666668
article_1442,7,0.99675816,0.99999994,1.0,1.0,67.71428571428571,16.928571428571427
article_0912,8,0.9966674,1.0,1.0,1.0,72.125,18.03125
article_1312,7,0.9966324,1.0,1.0,1.0,70.85714285714286,17.714285714285715
article_0649,9,0.99647737,0.99999994,1.0,1.0,76.66666666666667,19.89814814814815
article_0037,7,0.9964167,1.0,1.0,1.0,71.14285714285714,17.785714285714285
article_0715,11,0.9964123,0.9999998,1.0,1.0,60.0,15.537878787878787
article_0880,11,0.9963049,1.0,1.0,1.0,75.63636363636364,19.636363636363637
article_0319,14,0.9961626,0.9999988,1.0,1.0,59.57142857142857,14.892857142857142
article_1114,7,0.9961563,1.0,1.0,1.0,61.285714285714285,15.904761904761903
article_0230,7,0.9961329,0.99997336,1.0,1.0,73.42857142857143,18.357142857142858
article_1374,16,0.99571294,1.0,1.0,1.0,55.5,14.203125
article_1309,7,0.9956351,1.0,1.0,1.0,82.0,20.5
article_1235,5,0.99550974,1.0,1.0,1.0,87.4,21.85
article_0717,10,0.99544334,1.0,1.0,1.0,59.7,14.925
article_0652,12,0.99525636,0.9999742,1.0,1.0,55.416666666666664,14.527777777777779
article_0400,7,0.9952169,1.0,1.0,1.0,66.0,16.5
article_0382,14,0.9951851,1.0,1.0,1.0,82.85714285714286,21.214285714285715
article_0197,10,0.9949911,1.0,1.0,1.0,94.4,23.6
article_0831,8,0.9947472,1.0,1.0,1.0,70.875,18.364583333333332
article_0524,10,0.9946253,0.9999802,1.0,1.0,61.3,15.325
article_0011,8,0.99422467,1.0,1.0,1.0,80.0,20.0
article_0876,7,0.99414295,0.9999972,1.0,1.0,80.14285714285714,20.035714285714285
article_1602,6,0.99395084,1.0,1.0,1.0,88.16666666666667,22.041666666666668
article_0862,6,0.99342376,1.0,1.0,1.0,79.83333333333333,19.958333333333332
article_1335,7,0.9932666,0.9981063,1.0,1.0,87.85714285714286,21.964285714285715
article_0042,20,0.99296933,0.99998033,1.0,1.0,64.3,16.15
article_0044,11,0.99291956,0.99999833,1.0,1.0,64.18181818181819,16.045454545454547
article_0420,8,0.99277794,1.0,1.0,1.0,78.75,20.322916666666668
article_1185,10,0.99246275,1.0,1.0,1.0,63.1,15.775
article_0162,12,0.9922022,0.9992589,1.0,1.0,60.833333333333336,15.5
article_0788,13,0.9918075,1.0,1.0,1.0,64.0,16.0
article_0703,5,0.99172115,1.0,1.0,1.0,85.2,21.3
article_1010,11,0.991345,1.0,1.0,1.0,65.81818181818181,16.931818181818183
article_0478,10,0.9909989,1.0,1.0,1.0,70.8,17.7
article_1367,6,0.99047536,0.99648976,1.0,1.0,75.33333333333333,18.833333333333332
article_1338,8,0.9903064,1.0,1.0,1.0,71.75,17.9375
article_0047,6,0.9896922,0.9995558,1.0,1.0,75.66666666666667,18.916666666666668
article_1430,6,0.98961973,1.0,1.0,1.0,77.83333333333333,19.458333333333332
article_0574,13,0.9892774,1.0,1.0,1.0,61.15384615384615,15.333333333333334
article_0569,6,0.9891669,0.99999124,1.0,1.0,70.16666666666667,17.541666666666668
article_0008,12,0.98842543,1.0,1.0,1.0,55.25,14.166666666666666
article_1171,9,0.9880278,1.0,1.0,1.0,70.33333333333333,17.583333333333332
article_0175,10,0.9876078,1.0,1.0,1.0,66.9,16.725
article_0834,9,0.9870112,1.0,1.0,1.0,57.333333333333336,14.333333333333334
article_0168,12,0.9867527,0.9999976,1.0,1.0,71.41666666666667,17.854166666666668
article_0726,9,0.9861272,0.99973315,1.0,1.0,84.88888888888889,21.22222222222222
article_0525,11,0.9858742,0.99999994,1.0,1.0,79.0909090909091,19.772727272727273
article_0967,6,0.9858591,0.999905,1.0,1.0,77.83333333333333,19.458333333333332
article_0269,10,0.98569167,1.0,1.0,1.0,69.6,17.4
article_0883,24,0.98540884,0.9999763,1.0,1.0,78.95833333333333,19.739583333333332
article_0157,5,0.9850664,0.99978596,1.0,1.0,68.2,17.05
article_1486,6,0.98499745,1.0,1.0,1.0,106.33333333333333,26.583333333333332
article_0202,10,0.9846112,0.99975526,1.0,1.0,70.5,17.625
article_0019,11,0.98419476,1.0,1.0,1.0,66.63636363636364,17.053030303030305
article_1170,19,0.98404896,0.99999964,1.0,0.9473684210526315,74.73684210526316,18.68421052631579
article_0607,24,0.98395187,0.9999998,1.0,0.9583333333333334,68.875,17.34027777777778
article_1559,13,0.9837865,0.9999861,1.0,1.0,74.92307692307692,18.73076923076923
article_1314,8,0.98317254,1.0,1.0,1.0,70.75,17.6875
article_0247,9,0.98216754,1.0,1.0,1.0,54.333333333333336,14.083333333333334
article_1143,11,0.98191893,0.9999989,1.0,1.0,40.0,10.0
article_1220,12,0.9806953,1.0,1.0,0.9166666666666666,62.666666666666664,15.666666666666666
article_1157,10,0.98002607,1.0,1.0,1.0,68.2,17.658333333333335
article_0575,2,0.9795149,0.9795149,0.9999765,1.0,61.0,15.25
article_1135,8,0.97929215,1.0,1.0,1.0,84.25,21.0625
article_0784,10,0.9788111,1.0,1.0,0.9,78.9,19.725
article_1317,8,0.97841954,0.9999541,1.0,1.0,64.5,16.125
article_1102,8,0.9776593,0.99922377,1.0,1.0,77.875,19.46875
article_1194,7,0.97755235,1.0,1.0,1.0,93.0,23.25
article_1206,7,0.9766059,1.0,1.0,1.0,81.0,20.25
article_0868,14,0.97649574,1.0,1.0,0.9285714285714286,76.57142857142857,19.142857142857142
article_1377,7,0.97636276,0.9990732,1.0,1.0,65.0,16.25
article_0384,14,0.9762272,0.99995613,1.0,0.9285714285714286,66.35714285714286,16.589285714285715
article_0068,8,0.9761771,0.99987376,1.0,1.0,69.25,17.3125
article_0268,8,0.9754132,0.99999976,1.0,1.0,76.75,19.791666666666668
article_1344,11,0.97494525,1.0,1.0,1.0,74.0,18.5
article_0495,8,0.974859,1.0,1.0,0.875,65.625,17.208333333333332
article_0882,9,0.97428584,0.9999932,1.0,1.0,73.44444444444444,18.36111111111111
article_0785,10,0.97413623,0.99999857,1.0,0.9,79.9,19.975
article_0777,10,0.97383374,0.99999034,1.0,0.9,74.2,19.116666666666667
article_1101,8,0.9737243,0.999999,1.0,1.0,76.5,19.125
article_1115,17,0.9730358,1.0,1.0,0.9411764705882353,53.1764705882353,13.294117647058824
article_0239,10,0.9725245,1.0,1.0,1.0,54.9,13.725
article_0078,9,0.97250354,0.99999994,1.0,0.8888888888888888,94.77777777777777,23.694444444444443
article_0065,30,0.97249764,0.99984086,1.0,0.9666666666666667,59.2,14.822222222222223
article_0387,47,0.97091883,0.99999917,1.0,0.9574468085106383,89.31914893617021,22.329787234042552
article_1103,7,0.9706586,1.0,1.0,1.0,63.857142857142854,15.964285714285714
article_1580,7,0.9704214,1.0,1.0,1.0,81.28571428571429,20.321428571428573
article_1152,11,0.9702971,0.9999989,1.0,0.9090909090909091,57.0,14.25
article_1037,9,0.96992993,1.0,1.0,1.0,69.55555555555556,17.38888888888889
article_1346,13,0.9696592,0.99991226,1.0,0.9230769230769231,74.38461538461539,18.596153846153847
article_0658,10,0.9690751,1.0,1.0,0.9,61.6,15.4
article_0126,10,0.96852523,1.0,1.0,0.9,76.0,19.533333333333335
article_1094,9,0.96809494,1.0,1.0,0.8888888888888888,66.22222222222223,17.0
article_1271,8,0.968048,1.0,1.0,0.875,66.375,16.59375
article_1249,9,0.9675132,0.9999992,1.0,0.8888888888888888,74.0,19.287037037037038
article_0456,6,0.9665735,0.99992585,1.0,1.0,79.83333333333333,19.958333333333332
article_1453,12,0.9665144,0.99999726,1.0,0.9166666666666666,62.5,15.625
article_0523,12,0.96614915,1.0,1.0,0.9166666666666666,61.25,15.3125
article_0023,13,0.9652866,1.0,1.0,0.9230769230769231,60.61538461538461,15.397435897435896
article_0580,14,0.9649965,1.0,1.0,0.9285714285714286,70.21428571428571,17.839285714285715
article_1132,9,0.96463466,0.99999994,1.0,1.0,83.66666666666667,21.61111111111111
article_0684,14,0.96414673,0.9998007,1.0,0.9285714285714286,69.64285714285714,17.410714285714285
article_0891,10,0.9640676,0.9999863,1.0,0.9,52.9,13.225
article_1494,59,0.96352303,0.99991196,1.0,0.9491525423728814,77.37288135593221,19.343220338983052
article_0024,10,0.96348,1.0,1.0,0.9,53.0,13.25
article_1222,7,0.9627382,1.0,1.0,0.8571428571428571,92.57142857142857,24.273809523809522
article_1371,8,0.9620119,0.9999999,1.0,0.875,73.0,18.25
article_1461,8,0.9619708,1.0,1.0,0.875,61.875,15.46875
article_1108,6,0.96176356,1.0,1.0,0.8333333333333334,85.66666666666667,21.416666666666668
article_1384,13,0.96067464,0.99817544,1.0,0.9230769230769231,47.92307692307692,11.98076923076923
article_0396,25,0.9597437,1.0,1.0,0.96,84.48,21.12
article_1452,11,0.9596172,1.0,1.0,0.9090909090909091,59.54545454545455,14.886363636363637
article_0222,10,0.95956886,0.9998696,1.0,0.9,67.1,16.775
article_0979,7,0.95878345,1.0,1.0,0.8571428571428571,82.28571428571429,20.571428571428573
article_1190,6,0.95835716,1.0,1.0,0.8333333333333334,81.0,21.5
article_0688,10,0.9575491,1.0,1.0,0.9,57.0,14.25
article_0964,9,0.9575332,0.99835545,1.0,0.8888888888888888,65.33333333333333,16.333333333333332
article_0877,13,0.9569121,0.9999923,1.0,0.9230769230769231,72.15384615384616,18.5
article_0159,10,0.956761,0.9999992,1.0,0.9,69.5,17.375
article_0069,16,0.9566743,0.9999999,1.0,0.9375,57.0,14.25
article_0000,14,0.9566048,0.9999938,1.0,0.9285714285714286,46.07142857142857,11.517857142857142
article_0392,25,0.95620507,1.0,1.0,0.88,53.32,13.33
article_0034,10,0.95615846,0.99997485,1.0,0.9,72.4,18.1
article_1236,5,0.954716,0.9995982,1.0,0.8,79.4,19.85
article_0624,8,0.9545406,0.9999993,1.0,0.875,69.875,17.46875
article_1447,8,0.9536141,0.9994214,1.0,0.875,72.625,18.15625
article_1352,11,0.9533797,0.99999726,1.0,0.9090909090909091,63.81818181818182,15.954545454545455
article_0700,9,0.95323914,1.0,1.0,0.8888888888888888,68.22222222222223,17.055555555555557
article_1122,15,0.95289046,1.0,1.0,0.9333333333333333,104.33333333333333,26.083333333333332
article_1428,6,0.9525631,0.99996436,1.0,1.0,59.666666666666664,14.916666666666666
article_1181,9,0.9505494,1.0,1.0,0.8888888888888888,58.666666666666664,14.666666666666666
article_0227,10,0.95052874,0.9999807,1.0,0.9,92.3,23.591666666666665
article_0764,9,0.95026845,1.0,1.0,0.8888888888888888,71.44444444444444,17.86111111111111
article_1269,10,0.94962853,0.99999994,1.0,0.9,60.7,15.55
article_1469,8,0.94945,1.0,1.0,0.875,70.5,17.625
article_1359,6,0.9491895,1.0,1.0,0.8333333333333334,78.33333333333333,19.583333333333332
article_1473,18,0.948644,0.9999994,1.0,0.9444444444444444,77.77777777777777,19.444444444444443
article_0863,9,0.94855183,1.0,1.0,0.8888888888888888,62.666666666666664,15.666666666666666
article_1031,13,0.94829136,1.0,1.0,0.9230769230769231,62.84615384615385,15.711538461538462
article_0166,13,0.9482015,0.99999976,1.0,0.9230769230769231,71.6923076923077,17.923076923076923
article_1455,11,0.9481203,1.0,1.0,0.9090909090909091,65.63636363636364,16.40909090909091
article_1221,7,0.9480204,1.0,1.0,0.8571428571428571,68.28571428571429,17.869047619047617
article_0612,9,0.9474975,0.99991846,1.0,0.7777777777777778,72.88888888888889,18.22222222222222
article_0635,6,0.94678545,0.9999932,1.0,0.8333333333333334,80.33333333333333,21.22222222222222
article_0629,18,0.9457834,0.99998045,1.0,0.9444444444444444,73.27777777777777,18.319444444444443
article_0358,9,0.9457248,1.0,1.0,0.8888888888888888,66.22222222222223,16.555555555555557
article_1499,11,0.9445263,1.0,1.0,0.9090909090909091,69.0909090909091,17.833333333333332
article_0116,9,0.9436696,0.99998236,1.0,0.8888888888888888,79.22222222222223,19.805555555555557
article_0148,5,0.9434064,1.0,1.0,0.8,62.6,15.65
article_0627,14,0.94213164,0.9999994,1.0,0.9285714285714286,70.42857142857143,17.946428571428573
article_0287,15,0.9416436,0.9999995,1.0,0.9333333333333333,52.4,13.444444444444445
article_1191,9,0.94159806,0.9999963,1.0,0.8888888888888888,70.66666666666667,18.23148148148148
article_1233,4,0.9410078,0.99962115,1.0,0.75,108.5,27.125
article_0121,10,0.94095457,0.9999992,1.0,0.9,85.1,21.275
article_0453,10,0.94046193,1.0,1.0,0.9,68.8,17.2
article_0691,11,0.9391205,0.99998915,1.0,0.9090909090909091,68.54545454545455,17.727272727272727
article_1349,12,0.9389319,0.9936269,1.0,0.8333333333333334,56.583333333333336,14.145833333333334
article_0532,7,0.9387847,0.9999842,1.0,0.8571428571428571,66.0,16.5
article_0049,10,0.93771964,1.0,1.0,0.9,68.7,17.616666666666667
article_0179,17,0.9376425,1.0,1.0,0.9411764705882353,58.05882352941177,14.514705882352942
article_0592,9,0.9372618,1.0,1.0,0.8888888888888888,63.22222222222222,16.13888888888889
article_0678,9,0.9372083,0.9999999,1.0,0.8888888888888888,72.22222222222223,18.055555555555557
article_0468,7,0.9367205,1.0,1.0,0.8571428571428571,67.14285714285714,16.785714285714285
article_0406,17,0.93652856,0.9999197,1.0,0.8235294117647058,63.0,16.029411764705884
article_0494,11,0.9365206,0.9999998,1.0,0.9090909090909091,64.72727272727273,16.833333333333332
article_1521,10,0.93624985,1.0,1.0,0.9,63.5,15.875
article_1146,11,0.9361729,1.0,1.0,0.8181818181818182,62.54545454545455,16.03030303030303
article_0698,11,0.9359333,1.0,1.0,0.9090909090909091,65.0909090909091,16.272727272727273
article_0125,9,0.9357083,1.0,1.0,0.8888888888888888,70.33333333333333,17.583333333333332
article_0787,10,0.9354925,1.0,1.0,0.9,73.2,18.3
article_0860,10,0.93496543,0.99998903,1.0,0.9,66.4,17.058333333333334
article_0590,8,0.93482876,0.9999943,1.0,0.875,70.625,17.65625
article_1026,11,0.9346996,1.0,1.0,0.8181818181818182,66.0909090909091,16.522727272727273
article_0603,15,0.933918,0.99992776,1.0,0.9333333333333333,61.733333333333334,15.433333333333334
article_0514,13,0.9325915,0.9999985,1.0,0.8461538461538461,75.53846153846153,18.884615384615383
article_1409,15,0.93255913,0.99999106,1.0,0.9333333333333333,53.733333333333334,13.433333333333334
article_0185,22,0.93248427,0.99999976,1.0,0.9090909090909091,58.31818181818182,14.579545454545455
article_0147,8,0.9323838,0.999856,1.0,0.875,59.25,14.8125
article_0711,10,0.9323727,1.0,1.0,0.9,63.2,16.416666666666664
article_0141,11,0.93237203,1.0,1.0,0.8181818181818182,65.27272727272727,16.318181818181817
article_1538,17,0.93235505,0.9999795,1.0,0.8823529411764706,73.0,18.431372549019606
article_0982,8,0.9320798,1.0,1.0,0.875,73.125,18.28125
article_1362,7,0.93150944,0.99997795,1.0,0.8571428571428571,82.71428571428571,20.678571428571427
article_0689,11,0.9313598,1.0,1.0,0.9090909090909091,79.0,20.12121212121212
article_0273,7,0.9313426,1.0,1.0,0.8571428571428571,62.714285714285715,16.523809523809526
article_0789,17,0.9312546,0.9999997,1.0,0.9411764705882353,53.35294117647059,13.377450980392156
article_0196,8,0.9311889,1.0,1.0,0.875,65.875,16.46875
article_1196,11,0.93098503,0.9995654,1.0,0.9090909090909091,47.18181818181818,11.992424242424242
article_0421,14,0.93082446,0.99999994,1.0,0.9285714285714286,67.14285714285714,16.785714285714285
article_0647,9,0.9303929,1.0,1.0,0.8888888888888888,61.55555555555556,15.38888888888889
article_0767,10,0.9289092,0.9999579,1.0,0.8,58.5,14.625
article_0231,13,0.9283978,0.99999076,1.0,0.9230769230769231,75.92307692307692,18.98076923076923
article_0542,12,0.9277411,0.9999766,1.0,0.9166666666666666,72.5,18.125
article_1080,15,0.92636675,0.99971557,1.0,0.9333333333333333,64.8,16.2
article_1322,13,0.9258058,1.0,1.0,0.9230769230769231,81.92307692307692,20.48076923076923
article_1275,9,0.9256777,0.99999994,1.0,0.7777777777777778,62.111111111111114,16.00925925925926
article_0707,14,0.9256639,0.9999876,1.0,0.9285714285714286,46.357142857142854,11.744047619047619
article_0022,8,0.9253721,0.99998814,1.0,0.875,71.75,17.9375
article_0679,11,0.9248014,1.0,1.0,0.9090909090909091,63.81818181818182,15.954545454545455
article_1522,11,0.92445946,0.9999472,1.0,0.8181818181818182,59.27272727272727,15.340909090909092
article_0017,14,0.92445403,0.99993765,1.0,0.9285714285714286,48.714285714285715,12.178571428571429
article_0383,13,0.9243377,1.0,1.0,0.9230769230769231,65.53846153846153,16.67948717948718
article_0181,13,0.9239794,1.0,1.0,0.9230769230769231,61.38461538461539,15.346153846153847
article_0606,16,0.92327404,0.99999595,1.0,0.9375,56.5625,14.140625
article_0211,15,0.92317027,0.9997294,1.0,0.8666666666666667,69.86666666666666,17.466666666666665
article_0473,8,0.9230903,0.9980116,1.0,0.75,52.0,13.0
article_1040,18,0.92284447,0.99999905,1.0,0.8888888888888888,71.72222222222223,17.930555555555557
article_1492,11,0.9228181,0.999844,0.99999994,0.8181818181818182,82.27272727272727,20.568181818181817
article_0581,12,0.9222748,1.0,1.0,0.9166666666666666,79.75,19.9375
article_1175,12,0.9210978,0.9999988,1.0,0.9166666666666666,64.58333333333333,16.25
article_0327,13,0.9210316,1.0,1.0,0.8461538461538461,73.23076923076923,18.705128205128204
article_0998,10,0.9197254,1.0,1.0,0.9,64.2,16.05
article_0587,12,0.9195967,0.9999999,1.0,0.9166666666666666,61.583333333333336,15.395833333333334
article_0320,31,0.9193464,0.9999405,1.0,0.8709677419354839,52.67741935483871,13.169354838709678
article_0807,7,0.9188387,0.9999942,1.0,0.8571428571428571,69.42857142857143,17.357142857142858
article_0370,15,0.91828835,0.9999997,1.0,0.8666666666666667,56.4,14.1
article_0842,13,0.91816497,0.99949557,1.0,0.8461538461538461,61.92307692307692,15.48076923076923
article_0498,22,0.9173405,0.9999951,1.0,0.9090909090909091,71.36363636363636,17.84090909090909
article_0898,5,0.9173341,0.9898143,1.0,0.8,68.8,17.2
article_1577,11,0.9173208,1.0,1.0,0.9090909090909091,93.0909090909091,23.272727272727273
article_0628,14,0.91726667,0.9999998,1.0,0.7857142857142857,72.78571428571429,18.196428571428573
article_0996,12,0.91713816,1.0,1.0,0.9166666666666666,77.25,19.756944444444446
article_0875,9,0.91694,1.0,1.0,0.8888888888888888,85.55555555555556,21.38888888888889
article_0518,10,0.9163585,0.99871916,1.0,0.9,71.1,17.775
article_0782,9,0.9161892,1.0,1.0,0.8888888888888888,85.0,21.25
article_1404,14,0.9160522,0.99975955,1.0,0.7857142857142857,68.85714285714286,17.30952380952381
article_0706,11,0.9151918,1.0,1.0,0.9090909090909091,85.9090909090909,21.477272727272727
article_0072,4,0.91466814,0.97645056,1.0,0.75,69.0,17.25
article_0497,10,0.914598,0.999958,1.0,0.9,67.8,16.95
article_0079,6,0.9145067,0.9999958,1.0,0.8333333333333334,72.66666666666667,18.166666666666668
article_0255,10,0.9144041,1.0,1.0,0.9,61.4,15.35
article_1123,8,0.914262,1.0,1.0,0.875,75.0,18.75
article_1573,7,0.9141211,1.0,1.0,0.8571428571428571,79.0,19.75
article_1092,7,0.91278887,0.9999997,1.0,0.8571428571428571,81.71428571428571,20.428571428571427
article_0830,7,0.9123496,1.0,1.0,0.8571428571428571,51.857142857142854,12.964285714285714
article_0496,24,0.91220826,0.9999981,1.0,0.9166666666666666,54.291666666666664,13.572916666666666
article_1570,10,0.91219825,0.9999994,1.0,0.9,67.7,16.925
article_0886,11,0.9117128,1.0,1.0,0.8181818181818182,74.81818181818181,19.18939393939394
article_1230,9,0.91162467,0.99999994,1.0,0.7777777777777778,55.55555555555556,14.027777777777779
article_0424,11,0.911433,1.0,1.0,0.9090909090909091,69.0909090909091,17.272727272727273
article_0045,8,0.9110886,0.99999976,1.0,0.875,66.125,17.25
article_1482,11,0.91077113,0.99993384,1.0,0.9090909090909091,80.0,20.0
article_0915,11,0.9094465,1.0,1.0,0.9090909090909091,54.18181818181818,13.545454545454545
article_0499,18,0.9094188,0.9998308,1.0,0.8888888888888888,57.22222222222222,14.564814814814817
article_0304,12,0.9084106,1.0,1.0,0.9166666666666666,66.41666666666667,16.604166666666668
article_1320,5,0.90821064,0.9999938,1.0,0.8,113.8,28.45
article_0853,11,0.90801674,0.99999917,1.0,0.9090909090909091,70.0,17.5
article_0275,7,0.90792453,1.0,1.0,0.8571428571428571,94.28571428571429,23.571428571428573
article_1017,6,0.9076972,1.0,1.0,0.8333333333333334,78.83333333333333,20.319444444444446
article_0254,11,0.90750086,0.9999765,1.0,0.9090909090909091,52.27272727272727,13.56060606060606
article_1294,11,0.90736425,0.99999994,1.0,0.9090909090909091,59.36363636363637,15.295454545454545
article_0516,13,0.9071767,1.0,1.0,0.9230769230769231,62.84615384615385,16.160256410256412
article_0040,14,0.9071726,0.999983,1.0,0.9285714285714286,49.642857142857146,12.410714285714286
article_1316,6,0.9067211,1.0,1.0,0.8333333333333334,87.5,21.875
article_0177,13,0.9066869,1.0,1.0,0.9230769230769231,90.15384615384616,22.53846153846154
article_1070,13,0.9047526,0.9999995,1.0,0.8461538461538461,51.61538461538461,12.903846153846153
article_1525,9,0.9043841,1.0,1.0,0.8888888888888888,71.55555555555556,18.10185185185185
article_1139,8,0.90437204,1.0,1.0,0.875,78.5,19.625
article_1493,10,0.9043253,1.0,1.0,0.9,92.1,23.025
article_0176,14,0.9040061,0.9999996,1.0,0.8571428571428571,76.42857142857143,19.107142857142858
article_1331,12,0.9037551,0.9999994,1.0,0.8333333333333334,58.583333333333336,14.645833333333334
article_1330,10,0.9035071,0.9999829,1.0,0.7,66.6,16.65
article_0020,12,0.9034721,1.0,1.0,0.9166666666666666,71.08333333333333,17.770833333333332
article_0779,8,0.9031342,1.0,1.0,0.875,75.25,18.8125
article_0848,9,0.9030591,1.0,1.0,0.8888888888888888,44.666666666666664,11.675925925925926
article_1145,12,0.902935,1.0,1.0,0.9166666666666666,60.916666666666664,15.229166666666666
article_1363,8,0.90280503,0.9999966,1.0,0.75,72.125,18.03125
article_1605,13,0.90232724,0.9920761,1.0,0.8461538461538461,56.61538461538461,14.153846153846153
article_0926,13,0.9021258,0.9998903,1.0,0.8461538461538461,68.76923076923077,17.416666666666664
article_0418,11,0.90203667,0.9999949,1.0,0.9090909090909091,100.27272727272727,25.068181818181817
article_0056,13,0.90198356,0.99997526,1.0,0.9230769230769231,71.23076923076923,17.839743589743588
article_0791,10,0.9017817,1.0,1.0,0.9,67.6,17.566666666666666
article_0244,19,0.9014595,0.9999999,1.0,0.8421052631578947,46.8421052631579,11.710526315789474
article_1209,14,0.90092003,0.9999989,1.0,0.7857142857142857,71.07142857142857,17.869047619047617
article_0264,13,0.90075785,0.99996185,1.0,0.8461538461538461,52.53846153846154,13.134615384615385
article_1347,9,0.90071774,0.99999976,1.0,0.8888888888888888,67.33333333333333,16.833333333333332
article_1113,8,0.90057635,0.99997675,1.0,0.875,79.25,19.8125
article_0844,14,0.9003342,0.99996495,1.0,0.8571428571428571,70.14285714285714,17.875
article_0356,9,0.9000041,0.9999993,1.0,0.8888888888888888,68.88888888888889,17.22222222222222
article_1481,15,0.8997645,0.99407625,1.0,0.8666666666666667,71.13333333333334,18.155555555555555
article_0796,17,0.8988881,0.9999682,1.0,0.8823529411764706,60.76470588235294,15.191176470588236
article_1484,19,0.89867634,1.0,1.0,0.8947368421052632,73.3157894736842,18.61842105263158
article_0501,7,0.8985775,1.0,1.0,0.8571428571428571,82.0,21.13095238095238
article_1445,9,0.8985056,1.0,1.0,0.8888888888888888,65.0,16.25
article_0460,8,0.8981294,0.99999833,1.0,0.875,83.125,21.71875
article_1410,8,0.89801013,1.0,1.0,0.875,57.875,14.46875
article_1009,12,0.89792675,1.0,1.0,0.8333333333333334,65.5,16.84722222222222
article_0416,14,0.89782757,0.99991274,1.0,0.8571428571428571,41.42857142857143,10.357142857142858
article_1356,16,0.8974011,0.9999932,1.0,0.8125,75.1875,18.90625
article_0028,16,0.8973938,1.0,1.0,0.8125,67.0,16.75
article_0874,15,0.8970047,0.9999997,1.0,0.8666666666666667,56.46666666666667,14.21111111111111
article_0838,11,0.8966595,1.0,1.0,0.9090909090909091,54.72727272727273,13.681818181818182
article_1477,8,0.8963877,1.0,1.0,0.875,69.125,17.28125
article_1002,7,0.8962194,1.0,1.0,0.8571428571428571,71.42857142857143,17.857142857142858
article_1014,20,0.89531076,0.99999976,1.0,0.9,57.15,14.595833333333335
article_0298,20,0.89463395,0.9999951,1.0,0.9,73.15,18.2875
article_0221,7,0.8946175,1.0,1.0,0.8571428571428571,80.57142857142857,20.142857142857142
article_1088,9,0.8944232,1.0,1.0,0.8888888888888888,64.33333333333333,16.083333333333332
article_1004,4,0.8942604,0.99976355,1.0,0.75,108.5,27.125
article_0928,9,0.89412487,0.99922025,1.0,0.7777777777777778,44.0,11.0
article_0032,13,0.8937141,0.99996215,1.0,0.8461538461538461,64.61538461538461,16.153846153846153
article_1411,9,0.8935705,1.0,1.0,0.8888888888888888,61.44444444444444,15.546296296296296
article_1207,8,0.89331794,1.0,1.0,0.875,80.625,20.15625
article_0292,16,0.8931103,1.0,1.0,0.875,49.375,12.34375
article_1616,5,0.89291555,1.0,1.0,0.8,64.8,16.2
article_0337,10,0.8927189,0.9903747,1.0,0.8,78.1,19.525
article_1090,9,0.8918077,1.0,1.0,0.8888888888888888,67.22222222222223,17.546296296296294
article_1387,11,0.8913739,0.99997556,1.0,0.8181818181818182,64.45454545454545,16.113636363636363
